@relation E__libs_dl4j_dl4j-examples_Thesis-MLClassification_Data_Input_WholeText

@attribute text string
@attribute @@class@@ {1,2,3,4,5,6}

@data
'Menschenrechte sind von andauernder politischer Brisanz. Im Völkerrecht und in der Philosophie werden sie als Rechte verstanden, die alle Menschen in gleicher Weise haben. Dagegen steht die Auffassung, verschiedene Kulturen und Staaten sollten selbst entscheiden, wie sie die Menschenrechte verstehen und institutionalisieren möchten. Aktuell erfordert unter anderem die Volksinitiative „Schweizer Recht statt fremde Richter“ eine Positionierung. Eine hochkarätig besetzte Podiumsdiskussion mit VertreterInnen aus Wissenschaft und Praxis greift die Debatte um menschenrechtliche Verpflichtungen der Schweiz nun aus akademischer Perspektive auf. Diskutieren werden:\n\no\tProf. Dr. Bernd Ladwig (Professor für politische Theorie und Philosophie an der Freien Universität Berlin)\n\no\tPD Dr. Lorenz Engi (Privatdozent für öffentliches Recht und Rechtsphilosophie an der Universität St. Gallen)\n\no\tPatrick Walder (Campaign Coordinator bei Amnesty International Schweiz)\n\nDie Moderation übernimmt Catherine Newmark (Philosophie-Redaktion des Deutschlandfunk Kultur, Chefredakteurin Philosophie Magazin).\n\nZiel des Abends ist es, mögliche Positionierungen der Schweiz gegenüber dem Völkerrecht zu beurteilen, sowie anhängige moralische Fragen zu beleuchten. Wie soll sich die Schweiz an den internationalen Menschenrechtsinstitutionen beteiligen und sich diesen gegenüber verpflichten? Ist sie überhaupt berechtigt, dies frei zu entscheiden? Wie ist die historische Rolle der Schweiz in der Entwicklung der Menschenrechte zu bewerten? Wo liegen heute die besonderen Herausforderungen für die Schweizer Menschenrechtspolitik?\n\nDie Podiumsdiskussion ist die zweite in der Veranstaltungsreihe „PLEP Podium“, des Masterstudiengangs „Political, Legal, and Economic Philosophy“ der Universität Bern, welche das Ziel verfolgt, Philosophie und Öffentlichkeit mit Blick auf politisch aktuelle Themen zusammenzubringen. Zudem ist die Podiumsdiskussion Teil der Veranstaltungsreihen „Menschenrechte“, der krino – Philosophische Gesellschaft Bern, und Sustainable Development Goals, der Schweizerischen Akademie der Geisteswissenschaften.\n\nDie Veranstaltung „Menschenrechte – Schweizer Perspektiven“ findet im Hauptgebäude der Universität Bern, im Raum 120, Hochschulstrasse 4 statt.',2
'>> Genderperspektiven in arabischen Ländern <<\n(english version below)\nVeranstaltung findet in englischer Sprache statt\n\nNr 0\nPrivilege unter Druck: Männlichkeiten in Nordafrika und dem Nahen Osten\n\nMänner sind die Säulen des Patriarchats in der arabischen Region. Mit den Veränderungen in der politischen und wirtschaftlichen Landschaft geraten diese Säulen jedoch zunehmend unter Druck. Wie sehen Männer und Jungen ihr Leben und die sich verändernde Welt um sich herum, die Rollen und Rechte von Frauen und Mädchen?\nWelche Ansätze gibt es für Männer und Jungen, Frauen und Mädchen, um von Innen heraus die krisenbesetzten Männlichkeiten und dementsprechend die zugedachten weiblichen Rollen zu verändern?\n\nSuhail Abualsameed widmet sich in seiner Präsentation der „arabischen“ Männlichkeit, die von Aussen oft als ungesunde Komponente einer Kultur verstanden wird, während Araber_innen sie zumeist als Zeichen für Stolz, Würde und Ehre feiern. Die Ursachen dieser beiden Stereotype werden dem breiten Spektrum von Realitäten gegenüber gestellt.\n\nShereen El Feki spricht über die Ergebnisse einer ersten Studie, die, unterstützt von Promundo und UN Women, in Ägypten, dem Libanon, Marokko und Palästina durchgeführt wurde. Für die Untersuchungen wurden 10000 Männer und Frauen zu ihrem öffentlichen und privaten Leben in diesen Ländern befragt. Die Ergebnisse erlauben Einblicke in die mögliche Zukunft der Regionen.\n\nSuhail Abualsameed arbeitet als unabhängiger Berater im Kontext der Flüchtlingsarbeit mit Erfahrungen in Jordanien, Griechenland, Libanon, Kanada, den USA und Kenia. Die Projekte beinhalten die Zusammenarbeit mit Flüchtlingen und Dienstleistungsanbietern bei der Erforschung und Behandlung sexueller und geschlechtsspezifischer Gewalt mit besonderer Berücksichtigung von Männern und Jungen sowohl als Überlebende / Opfer als auch als Akteure von Veränderung. Ein wichtiger Teil seiner Arbeit ist der Gewaltprävention gewidmet.\n\nShereen El Feki ist Autorin des preisgekrönten Buches \"Sex und die Zitadelle: Intimes Leben in einer sich verändernden arabischen Welt, einer Studie, die Sexualität, Politik, Religion und Wirtschaft im Nahen Osten und Nordafrika\" in sich vereint. Shereen ist Senior Fellow bei Promundo und Co-Principal Investigator der internationalen Männer- und Gleichstellungs -Studie im Mittlerer Osten und Nordafrika, eine bahnbrechende Studie über Männer, Männlichkeiten und Geschlechterrollen in Ägypten, Libanon, Marokko und Palästina. Shereen ist außerdem Professorin für Globale Praxis an der Munk School of Global Affairs der University of Toronto sowie Associate Fellow des Chatham House und TED Global Fellow. Während Shereen als Molekulare Immunologin ausgebildet wurde (mit einem MPhil und PhD von der University of Cambridge), hat sie den Großteil ihrer Karriere der Lobbyarbeit für sexuelle und Geschlechterrechte gewidmet. Sie ist ehemalige Korrespondentin für Gesundheit bei der Zeitschrift The Economist, Moderatorin bei Al Jazeera und ehemaliger stellvertretende Vorsitzende der Globalen Kommission der Vereinten Nationen für HIV und Recht.\nPräsentationen und Gespräch in englischer Sprache\n\nEine Veranstaltungsreihe in 4 Etappen geht dieses Jahr diesen komplexen Themen nach. Eingeladen sind Akteur_innen der Region, die ihre Forschungsergebnisse, ihre Arbeitsansätze und ihre künstlerischen Produktionen vor – und zur Debatte stellen.\n\nBüchertisch von \"mille et deux feuilles\"\n\nEintritt: 15.-/10.-\n\nInfo:\nEintritt gratis für Personen des Asylbereichs. Bitte Ausweis „N“ oder „F“ vorweisen. Nur solange Tickets verfügbar. Personen ohne Aufenthaltsbewilligung wenden sich für Gratiseintritte bitte mind. 1 Woche vor Veranstaltung an die SPAZ www.sans-papiers.ch\n\n---------------------------------------------\nenglish version\n(the event will be in english)\n\n>> Privilege Under Pressure: Understanding Masculinities in the Middle East and North Africa <<\n\nMen are the pillars of patriarchies across the Arab region. But with shifts in the political and economic landscape, these mainstays are under increasing pressure. How do men see their lives and the changing world around them, including the roles and rights of women and girls? What approaches are men and boys, women and girls taking to change from within the crisis-prone masculinity and, accordingly, the intended female roles?\n\nSuhail Abualsameed tackles Masculinity in the Arab world, often been blamed by outsiders as the unhealthy component of the culture that contributes to so many of the regions woes and challenges, while celebrated by Arabs as a marker of pride, dignity and honor. In this talk he will explore the nature of these stereotypes, why are they on opposite ends on the spectrum of reality. He will talk about the crises of harmful masculinity as seen and judged from the outside, and how it might have its cure from within, where men, boys (and women and girls) invest in the levels of intimacy and emotional intensity Arab culture offers in a way that is not always too familiar or understood by western audiences.\n\nShereen El Feki speaks about the results of a first study carried out in Egypt, Lebanon, Morocco and Palestine, supported by Promundo and UN Women. For the research, 10,000 men and women were interviewed about their public and private life in these countries. The results allow insights into the possible future of the regions.\nand what these findings mean for the future of the region.\n\nSuhail Abualsameed is working as an independent consultant, within the refugee serving context with experiences from Jordan, Greece, Lebanon, Canada, the USA and Kenya. Projects involved engaging with refugees and service providers on exploring, and addressing sexual and gender based violence, with a particular attention to men and boys as both survivors/victims and agents of change and prevention.\n\nShereen El Feki is the author of the award-winning book \"Sex and the Citadel: Intimate Life in a Changing Arab World, a study of the intersection of sexuality, politics, religion and economics across the Middle East and North Africa\". Shereen is a Senior Fellow with Promundo and Co-Principal Investigator of the International Men and Gender Equality Survey – Middle East and North Africa, a ground-breaking study of men, masculinities, and gender roles in Egypt, Lebanon, Morocco, and Palestine. Shereen is also a Professor of Global Practice at the Munk School of Global Affairs, University of Toronto, as well as an Associate Fellow of Chatham House and a TED Global Fellow. While Shereen trained as a molecular immunologist (with an MPhil and PhD from University of Cambridge), most of her career has been spent in advocacy on sexual and gender rights, as the former Healthcare Correspondent of The Economist, presenter with Al Jazeera, and former Vice-Chair of the the UN\'s Global Commission on HIV and the Law.\n\nConcept and production: Rayelle Niemann\n\nThis year a series of events in 4 stages will investigate this complex topic. Invited are players from the region who present and discuss their research results, their work on the ground and their artistic productions.\n\nEntry: 15.-/10.-\n\nInformation:\nFree admission for asylum-seekers. Please show \"N\" or \"F\" ID card. Only as long as tickets are available. Persons without a residence permit are required to contact the SPAZ www.sans-papiers.ch at least 1 week before the event for free entry',2
'Mit einem künstlichen Hüftgelenk können viele Patienten ihren Alltag beschwerdefrei bewältigen – selbst Freizeitsport ist mit den heutigen Implantaten möglich. Dank schonender Operationstechniken werden Beschwerden nach einem Eingriff deutlich vermindert.\n\nUnsere Spezialisten aus der Klinik Pyramide erläutern Ihnen Ursachen und Behandlungsmöglichkeiten von Hüftarthrose und beantworten gerne Ihre Fragen. Nutzen Sie die Gelegenheit, sich über Implantate und Kunstgelenke zu informieren.\n\nOrt: Haus zur Pyramide, Galderma, Klausstrasse 10, 8008 Zürich (Parkplätze verfügbar)\nDatum: Mittwoch, 14. März 2018\nZeit: 18.30 bis ca. 20.00 Uhr, anschliessend Diskussion und Apéro\n\nThemen & Referierende\n\n«Ursachen und Behandlungsmöglichkeiten»\nPD Dr. med. Andreas L. Oberholzer, Facharzt FMH für Orthopädie und Unfallchirurgie, Zentrum für Gelenk- und Sportchirurgie\n\n«Aktuelle Anästhesietechniken»\nDr. med. Christoph Schubert, Facharzt FMH für Anästhesiologie und Intensivmedizin\n\n«Physiotherapie-Möglichkeiten»\nDaniel De Arriba Torres, leitender Physiotherapeut\n\n\nInteressiert? Anmeldung unter Tel. 043 336 72 00, per E-Mail info@pyramide.ch oder Online unter https://pyramide.ch/de/klinik/veranstaltungen/2018/hueftarthrose/\n\nAnmeldung erforderlich – Eintritt frei.',2
'Deutsch:\n\nWerde publizierteR foraus-AutorIn! \nDas foraus Policy Lab 2018 bringt Content und Community vom 6.-8. April in Bern zusammen. \nDu interessierst dich für die Beziehungen Schweiz-EU, Sicherheitspolitik im Cyberspace und Nachhaltigkeit in der Aussenpolitik? Du möchtest die Arbeit in einem innovativen aussenpolitischen Grassroots Think Tank hautnah miterleben?\n\nGemeinsam mit deinem Team, Design Thinking Coaches, Policy Makers und ExpertInnen wirst du an einer Policy-Empfehlung zu Herausforderungen in den folgenden Themenbereichen arbeiten:\n- Die Bilateralen 3: Ein Deal mit Zukunft\n- Sicherheitspolitik im Cyberspace: Schweizer Tugenden auf dem Prüfstand\n- Nachhaltigkeitsaussenpolitik & Agenda 2050: Eine neue Marke für die Schweiz \n\nBewirb dich für deinen Start-Platz hier: http://bit.ly/2DB5oWj\nDeadline: 22. Februar\n\nCheck out the Lab: foraus-policylab.org\n\nbei Fragen oder Anregungen melde dich bei Dari unter policylab@foraus.ch \n\nWhen: \nKickoff: Donnerstag/Jeudi 15.3.2018 \nforaus Policy Lab: 6.-8.4.2018\n\nLocation: \nBern \n\n#policychange #itstartsfromthegrassroots #forauspolicylab\n\nFrançais:\n\nDeviens un.e auteur publié.e de foraus!\nLe foraus Policy Lab joindra contenu et communauté du 6 au 8 avril prochain, à Berne. \nTu t’intéresses aux relations Suisse-UE, à la politique de sécurité dans le cyber-espace et à la durabilité dans le domaine de la politique étrangère? Tu aimerais travailler dans un Think Tank Grassroots innovatif?\n\nEn collaboration avec ton équipe, les coaches de «Design Thinking», les policy makers et expert.e.s, tu élaboreras une recommandation les défis dans ces domaines thématiques:\n- Les bilatérales 3: un accord pour l\'avenir\n- Politique de sécurité dans le cyber-espace: les vertus suisses mises à l\'épreuve\n- La politique étrangère durable & Agenda 2050: une nouvelle marque de fabrique pour la Suisse\n\nInscris-toi ici: http://bit.ly/2F7GquD \nDélai d\'inscription: 22 février\n\nCheck out the Lab: foraus-policylab.org/home-f\n\nSi tu as des questions ou des suggestions, contacte Dari au policylab@foraus.ch\n\nWhen: \nKickoff: Donnerstag/Jeudi 15.3.2018 \nforaus Policy Lab: 6.-8.4.2018\n\nLocation: \nBern \n\n#policychange #itstartsfromthegrassroots #forauspolicylab',2
'DER ANDERE WEG ZUM NEUEN STIL  KLEIDER WEITER NUTZEN. GUT FÜR DIE UMWELT –   GUT FÜR DAS PORTEMONNAIE – GUT FÜR DIE SEELE\n\nIm stimmungsvollen Ambiente der Offenen Kirche verlegen sich Frauen mit Gleichgesinnten auf eine andere Art des Stoffwechsels – ganz ohne Geld-füsse und Bindung an den letzten Schrei. \nFür Frauen jeden Alters und jeder Kleidergrösse. Willkommen sind auch Frauen, die keine Kleider mitbringen. \nEintritt frei, Spende erwünscht für Clean Clothes Campaign/Erklärung von Bern (EvB) und die Offene Kirche Elisabethen\nGetauscht werden saubere gut erhaltene, extravagante oder ganz normale Kleider, Schuhe, Hüte, Schals, Taschen, Accessoires.  Die Rest-Kleider kommen ins Sortiment des  Caritas-Kleiderladens am Lindenberg in Basel oder können wieder mitgenommen werden.\n\nKleiderabgabe ab 10Uhr möglich.',2
'Peter Zumthor hatte als Jurypräsident mitgeholfen, dass der historistische Gustav-Gull-Bau des Landesmuseums eine zeitgenössische Erweiterung erhielt. Nun kommt der Bündner Architekt, Träger des renommierten Pritzker-Preises und Schöpfer aussergewöhnlicher Museumsbauten, etwa in Bregenz oder Köln, zurück ins Landesmuseum - als Gast der Dienstags-Reihe. Dabei wird die Spannung zwischen Alt und Neu, Geschichte und Gegenwart Thema des Gesprächs sein.\n\nhttps://www.nationalmuseum.ch/d/microsites/Zuerich/Dienstagsreihe/2018_04_03.php',2
'Dr. Daniele Ganser - Frieden durch Erneuerbare Energien und Medienkompetenz\nDatum: 07.03.18, 19:30\nTicketlink: https://www.starticket.ch/de/tickets/dr-daniele-ganser-live-20180307-2000-q-zurich-zurich\n\nMedial vermittelte Feindbilder und die Anschläge vom 11. September 2001 - Vortrag von Daniele Ganser:\nhttps://www.youtube.com/watch?v=cgkQXJ3mugY\n\nDr. Daniele Ganser: Der illegale Krieg gegen Irak 2003\nhttps://www.youtube.com/watch?v=e3tGp4fCz4w\n\nKrieg oder Frieden in Europa - Wer bestimmt auf dem Kontinent?\nhttps://www.youtube.com/watch?v=hrU5i_hjDNc\n\nRegime-Change in der Ukraine? Dr. Daniele Ganser im Kino Babylon Berlin\nhttps://www.youtube.com/watch?v=zNOiNSw5jMY\n\n\nÜber den Vortrag:\n\nEin Vortragsabend mit Dr. Daniele Ganser, der Ihre Sicht auf die\nglobale Politik verändern wird!\nFür jeden Menschen sind Achtsamkeit und Mut ganz zentral. Im\nVortrag erklärt der Schweizer Historiker Daniele Ganser, wie er\nAchtsamkeit und Medienkompetenz nutzt, um Kriegspropaganda zu\nanalysieren. Achtsamkeit besteht im Kern darin, seine eigenen\nGedanken und Gefühle aus einer gewissen ruhigen Distanz zu\nbeobachten. Kriegspropaganda hingegen versucht in den Menschen\ngezielt Hass und Angst zu erzeugen, damit sie für einen Krieg gegen\nein fremdes Land und fremde Menschen gewonnen werden können. Die\nTechnik der Achtsamkeit wendet Daniele Ganser auch an, wenn er in\nder Öffentlichkeit durch die Medien kritisiert wird, was öfters\nvorkommt, weil er immer wieder brisante Themen aufgreift und hinter\ndie Kulissen der Machtpolitik blickt. Der Vortrag beinhaltet viele\nanschauliche Beispiele und richtet sich an Menschen, welche\nKriegspropaganda durchschauen und die eigene Achtsamkeit stärken\nwollen.\n\nÜber den Referenten:\n\nDr. phil. Daniele Ganser ist Schweizer Historiker, spezialisiert auf\nZeitgeschichte seit 1945 und Internationale Politik. Seine\nForschungsschwerpunkte sind Friedensforschung, Medienkompetenz,\nGeostrategie, verdeckte Kriegsführung, Ressourcenkämpfe und\nWirtschaftspolitik. Er unterrichtet an der Universität St. Gallen\n(HSG) zur Geschichte und Zukunft von Energiesystemen und war Dozent\nfür Zeitgeschichte an der Universität Basel, der Universität\nZürich und der Universität Luzern. Daniele Ganser ist Gründer und\nLeiter des Swiss Institute for Peace and Energy Research (SIPER) in\nBasel. Das SIPER untersucht, ob es möglich wäre, die\nEnergieversorgung zu 100\% auf erneuerbare Energien umzustellen und\nKonflikte friedlich zu lösen (www.siper.ch). Daniele Ganser hat\nverschiedene Bücher, wissenschaftliche Aufsätze und\nZeitungsartikel zu den Themen Energiewende, Friedensforschung und\nZeitgeschichte veröffentlicht. Sein Buch zu den NATO-Geheimarmeen\nwurde in 10 Sprachen übersetzt. Sein Buch „Europa im\nErdölrausch\" erschien im September 2012 und schildert den globalen\nKampf ums Erdöl. Sein neustes Buch „Illegale Kriege\" kam im\nOktober 2016 auf den Markt und zeigt, wie die NATO-Staaten die UNO\nsabotieren und das Kriegsverbot missachten. Die TOP-10 seiner\nVorträge und Interviews haben auf Youtube mehr als 4 Millionen\nViews. Daniele Ganser hat eine Tochter und einen Sohn und lebt mit\nseiner Familie in der Schweiz.\n\"',2
'TRISCHLI präsentiert in Zusammenarbeit mit Bankers Club,  Consulting Club und Esprit «The Wolf of Dufourstreet”. \nEin Abend der etwas anderen Art und ein Abend, bei dem ihr Consulting@hsg und den Bankers Club zuerst bei einem Meet&Greet kennenlernen dürft und anschliessend die Vereine auch aus einer amüsanteren Perspektive erleben könnt. \n\n- “Hast du auch Bitcoins gekauft?” \n- «Habe gerade ein Unternehmen beraten, denke nicht, dass wir in diese Branche investieren sollten.» \n- “Die Börse ist überhitzt, ich würde nicht mehr kaufen!» \n- «Mein Kollege sagt man solle unbedingt in diese Small Cap Aktie investieren – die soll an die Decke gehen.» \n\nConsultants, Wahrsager, Börsianer, Bänker oder Bitcoin Millionäre, am 7. März 2018 dürft ihr euer gesamtes können unter Beweis stellen im BIERBÖRSENSPIEL. Das Prinzip ist recht einfach: Der Preis des Bieres wird dem freien Spiel des Marktes überlassen; Angebot und Nachfrage regeln den Preis , wie an der „richtigen“ Börse (bis auf short und long positionen 😉). Natürlich dürft ihr die Biere dann untereinander weiterhandeln. \n\nFREIER EINTRITT\n\n---\nTRISCHLI presents in collaboration with the Bankers\' Club, Consulting Club and Esprit \"The Wolf of Dufourstreet”. \nAn evening of a slightly different kind, where you can get to know Consulting@hsg and the Bankers Club first at a Meet&Greet, and then can experience the clubs from a more amusing perspective. \n\n- “Have you also bought bitcoins” \n- \"Have just finished consulting a company, and don\'t think we should invest in this sector\"\n- “The stock market is overheating, I wouldn\'t keep buying!\"\n- \"My friend said we should at all costs invest in these Small Cap Shares - they\'re meant to rise to the stars\" \n\nConsultants, Bankers, Bitcoin Millionaires, Fortune-Tellers and Stock Players, on the 7th of March 2018 you can combine your knowledge into a BEER STOCK EXCHANGE. The principle is simple: the price of beer is determined by the market. Demand and supply regulate the price, just like in a \"real\" stock exchange (minus the short and long positions 😉). Of course you can then keep trading beer with each-other. \n\nFREE ENTRY\n\nFollow us on FB > TRISCHLI CLUB \nTable Bookings: www.trischli.ch/reservation \nInfo: WhatsApp us +41 75 400 44 44',2
'Nicole Krauss webt in ihrem neuen Buch «Waldes Dunkel» mit sprühender Intelligenz und erzählerischer Raffinesse ein traumhaft metaphorisches Gespinst von einem Roman.\n\nJules Epstein, 68, gerät nach der Scheidung von seiner Frau aus dem Tritt. Zum Schrecken seiner Kinder verschenkt er den grössten Teil seines Vermögens und möchte den Rest in die Aufforstung des seit 2000 Jahren abgeholzten Mount Hebron in Israel stecken. Schon im Flieger allerdings lernt er einen Rabbiner kennen, der ein Treffen sämtlicher lebender Abkömmlinge von König David plant und darauf besteht, Epstein gehöre zu dieser dynastischen Linie. Epstein versucht, den versponnenen Rabbi loszuwerden, aber dann trifft er auf dessen verführerische Tochter, die in der Wüste Negev einen Film dreht... \n\nDie junge Autorin Nicole lässt nach einer Epiphanie in der Küche ihre Familie zurück und sucht Ruhe und Zuflucht im Hilton von Tel Aviv, wo sie seit ihrer Geburt jedes Jahr gewesen ist. Doch ein emeritierter Literaturprofessor mit dubioser Mossad-Vergangenheit bedrängt sie ständig, ein unvollendetes Drama fertigzuschreiben, das angeblich von Kafka stammt. Und während aus den Palästinensergebieten Raketen über den nächtlichen Himmel ziehen, landet Nicole, irregeleitet vom sinistren Professor, allein in einer Hütte in der Wüste Negev...\n\n«Mysteriös und verführerisch – ein Buch voller Rätsel, die sowohl im Literarischen als auch im Existenziellen gründen. Metaphysik und entschiedener Realismus gehen eine faszinierende Verbindung ein.» (Harper\'s Magazine) \n\n«Ein phantastischer Roman. Ich bin sehr beeindruckt.» (Philip Roth) \n\nNicole Krauss, geboren 1974 in New York, studierte Literatur in Stanford und Oxford sowie Kunstgeschichte in London. Als Romanautorin debütierte sie 2002 mit «Kommt ein Mann ins Zimmer». Mit ihrem Zweitling «Die Geschichte der Liebe» gelang ihr ein grandioser internationaler Erfolg – er wurde in 35 Sprachen übersetzt und u.a. mit dem Prix du Meilleur Livre Étranger ausgezeichnet. Krauss lebt in Brooklyn. \n\nDie Lesung und das Gespräch finden in englischer Sprache statt.',2
'Beim ersten Stammtisch von Res Publik im Karl ist Julian Surber von Wingtra, einem Startup für Flugrobotik zu Besuch. Das Thema: Drohnen überall!\n \nBei der offenen Diskussion am Stammtisch werden Fragen zum Thema Drohnen aus der Perspektive unterschiedlichster Menschen betrachet: Wenn Drohnen neu Güter günstig und schnell in jeden Winkel der Alpen transportieren können, was heisst es für die Neuzuzügerin von Vnà, einem kleinen Dorf im Unterengadin? Ist sie dorthin gezogen, weil es jetzt möglich ist, aus dem Dorf zu arbeiten, ohne jeden zweiten Tag in die Stadt gehen zu müssen? Wenn Drohnen eine ferngesteuerte Landwirtschaft ermöglichen, was heisst es für das Gemüse und den Bauern? Und: Ist jetzt seine Arbeitsstelle bedroht? Wenn Drohnen eine Kamera haben, mit der mein Nachbar über meinen Garten fliegt, was sage ich ihm dann?\n \nAm offenen Stammtisch sind alle herzlich zum Zuhören, Fragen stellen und Mitdiskutieren eingeladen!\n \nEintritt frei\n \nEine Kooperation mit Karl der Grosse',2
'FILM + DISKUSSION\n\n​Themenabend zur Konzernverantwortungsinitiative\nFilmvorführung «Trading Paradies» (CH 2016, R: Daniel Schweizer) mit anschliessendem Interview und Diskussion\n\nFILM\nDer Regisseur Daniel Schweizer interessiert sich für die Praktiken der Rohstoffhändler. 20 bis 30\% des weltweiten Rohstoffhandels wird von in Zug oder Genf ansässigen Unternehmen gesteuert. Ihre Geschäftspraktiken sind oft undurchsichtig und geltende Vorschriften werden missachtet. TRADING PARADISE enthüllt Details dieser Aktivitäten und eröffnet eine notwendige Debatte über die ethische Verantwortung der Unternehmen vor dem Hintergrund des globalisierten Neoliberalismus.\n\nINTERVIEW UND DISKUSSION\nInterview und Diskussion mit Doro Winkler, Verantwortliche für Rohstoffe und Menschenrechte (Fastenopfer)  \nmoderiert von Tom Giger, Leiter Bildung und Sensibilisierung (Comundo)\n\nOrt: Pool\nEintritt: Kollekte\n\nVeranstalter: \nVernetzungsgruppe Luzern, in Zusammenarbeit mit Bergbau Menschenrechte, Comundo, Fastenopfer, Interteam und Public Eye',2
'An Ostern feiern wir Gottes Liebe für jeden von uns! \nKomm und feier einen speziellen Ostersonntag mit uns. An diesem Sonntag findet ausnahmsweise kein Abendgottesdienst statt.\n\nCoffee & Drinks: 10:30 Uhr\nStart Gottesdienst: 11:00 Uhr\n=> Mit Kids-Programm für die Kleinen\n\nGOTTES LIEBE\nDas ist das Fundament der Liebe: nicht, dass wir Gott geliebt haben, sondern dass er uns geliebt und seinen Sohn als Sühneopfer für unsere Sünden1 zu uns gesandt hat. 11 Meine Freunde, da Gott uns so sehr geliebt hat, sind auch wir verpflichtet, einander zu lieben. \n1. Johannes 4:10-11 [NGÜ]\n\nKreuz gleich Liebe.',2
'Reine Reinigung\n\nEinführung in nachhaltiges Reinigen durch Katharina Zaugg und Jürg Kamber im Hammam Basar +Salon\n\nWie können wir im oft hektischen Alltag ökologisch und gleichzeitig effektiv reinigen? Praxisnah gibt Katharina Zaugg in dieser Einführung Einblicke in die ökologische Reinigung, zeigt Lösungen für verschiedene Reinigungsmittel und einfach anwendbare Techniken.\nJürg Kamber erklärt die Wirkung der \"Effektiven Mikroorganismen\". EMs sind gesunde Bakterien, welche die Vermehrung von schädlichen Keimen verhindern. Auch dazu gibt es Tipps zur Anwendung im Haushalt.\nIm Anschluss an den Workshop geniessen Sie einen vegan-vegetarischen Mezze-Apéro.\n\nReferentin:\nKatharina Zaugg, Ethnologin und Raumpflege-Gestalterin, www.putzschule.ch, hat Rezepte für genussvolles Putzen im Alltag.\n\nReferent:\nJürg Kamber entwickelt EM-Produkte und ist Inhaber der Niederhäuser AG, www.em-produkte.ch\n\nJeder Gast erhält ein Give-Away\nKurskosten mit Mezzeapéro, Fr. 68.-  exkl. Getränken.\nDie Teilnehmerzahl ist beschränkt, reserviere deinen \nPlatz bis am 15. März 2018 unter kontakt@hammambasar.ch oder telefonisch über 044 382 90 60\n \nWo: Hammam Basar +Salon, Mühlebachstrasse 159, 8008 Zürich\nWann: Montag, 19. März 2018, 18 Uhr',2
'Schmerzen sind der wohl häufigste Grund für den Besuch beim Hausarzt. Dieses lebenswichtige Warnsignal des Körpers stellt eine subjektive und damit individuell sehr unterschiedliche Sinneswahrnehmung dar, deren Intensität von unangenehm bis zu unerträglich reichen kann. Wird der Schmerz jedoch zu einem chronischen Zustand, geht die Funktion des Warnens verloren und die Lebensqualität wird wesentlich beeinträchtigt. Immer mehr Menschen in unserer Gesellschaft leiden unter chronischen Schmerzen, die mittlerweile als ein eigenständiges Krankheitsbild anerkannt sind und entsprechend behandelt werden. Die BrainFair 2018 beleuchtet das Thema Schmerz aus verschiedenen Blickwinkeln und zeigt auf, wie und warum Schmerz entsteht und welche Behandlungsmöglichkeiten es gibt. Im Rahmen von Vorträgen und Diskussionsforen werden nicht nur körperliche, sondern auch mentale und seelische Schmerzen angesprochen. Besuchen Sie die Veranstaltungen, erfahren Sie mehr über das Gehirn und den Schmerz und diskutieren Sie mit Expertinnen und Experten.\n\nEs ist keine Anmeldung nötig. Die Teilnahme ist kostenlos.\nProgramm: www.brainfair.uzh.ch',2
